input_text,output_text
"Google app engine - disable automatic start of new deployed service versions<p>I'm using cloud build to automatically deploy new version of app when a specific github branch is updated.</p>
<p>Everything works great but I'd like to deploy the new version without starting it, keeping my previous version running.
I really prefer to schedule start of the new version in specific hours, but when cloud build finish the process, my new version is automatically running.</p>
<p>How can I change this behaviour?</p>","<p>To avoid that the new version is started you can deploy using the <code>--no-promote</code> <a href=""https://cloud.google.com/sdk/gcloud/reference/app/deploy#--promote"" rel=""nofollow noreferrer"">flag</a>.</p>
<p>To use this flag when deploying using gcloud just need to add it to the command and deploy like this:</p>
<p><code>gcloud app deploy --no-promote</code></p>
<p>To implement this as part of the CD with Cloud Build then you can edit the cloudbuild.yaml to add the flag like this:</p>
<pre><code>steps:
- name: 'gcr.io/cloud-builders/gcloud'
  args: ['app', 'deploy', '--no-promote']
  timeout: '1600s'

</code></pre>"
"Using Google Cloud Secret as environment variables in Google Cloud Build<p>I'm deploying my Node apps to Google Cloud Run using Cloud Build and I want to run some tests during the build. My tests require some environment variables, so I have been following <a href=""https://cloud.google.com/cloud-build/docs/securing-builds/use-encrypted-secrets-credentials#yaml"" rel=""nofollow noreferrer"">this guide</a> to achieve this.</p>
<p>The guide makes the following note:</p>
<blockquote>
<p>Note: To use the secret in an environment variable, you need to prefix
the variable name with an underscore &quot;_&quot; and escape the value using
'('. For example: _VARIABLE_NAME=$(cat password.txt) &amp;&amp; echo -n
\)_VARIABLE_NAME.</p>
</blockquote>
<p>However, I am not quite sure how to implement this.
I have attempted the following in my <code>cloudbuild.yaml</code>.</p>
<pre class=""lang-yaml prettyprint-override""><code>  - id: Execute tests
    name: node
    args: ['_VAR_ONE=$(cat var-one.txt)', '_VAR_TWO=$(cat var-two.txt)', 'jest -V']
</code></pre>
<p>Which returns the following: <code>Error: Cannot find module '/workspace/_VAR_ONE=$(cat var-one.txt)'</code>.
I also tried a few variations of the escape that the above note mentions, but they result in the same error.</p>
<p>What's the best way to get the secrets into my code as environment variables?
Also, if I need to use multiple environment variables, is it better to use Cloud KMS with an <code>.env</code> file?</p>
<p>Thanks!</p>","<p>It looks like you are incorrectly using the <code>entrypoint</code> provided by the <code>node</code> image. You are effectively running the command:</p>
<pre><code>node _VAR_ONE=$(cat var-one.txt) _VAR_TWO=$(cat var-two.txt) jest -V
</code></pre>
<p>I want to digress for a moment and say this pattern does not work in Node, you need to specify the environment variables first <strong>before</strong> calling <code>node</code>, for example <code>VAR_ONE=$(cat foo.txt) VAR_TWO=bar node run test</code></p>
<p>Anyway, I think what you want to run is:</p>
<pre><code>_VAR_ONE=$(cat var-one.txt) _VAR_TWO=$(cat var-two.txt) jest -V
</code></pre>
<p>This is how we will do that - Assuming you have a previous step where you write out the contents of the secret into the files <code>var-one.txt</code> and <code>var-two.txt</code> in a previous step - here is how you would use it in the <code>node</code> step, it's just the standard way you use environment variables when running a command from the command line:</p>
<pre><code>- id: Execute tests
  name: node
  entrypoint: '/bin/bash'
  args:
     '-c', 
     '_VAR_ONE=$(cat var-one.txt) _VAR_TWO=$(cat var-two.txt) jest -V'
  ]
</code></pre>
<p>You need to ensure in the node environment you are using the variables as specified (ie. <code>process.env._VAR_ONE</code> or <code>process.env._VAR_TWO</code>). I don't think you need to have the <code>_</code> character prefixed here but I haven't tested it to confirm that. You can try the above and it should get you much further I think.</p>"
"How to access log files created by GCP cloud build steps?<p>My Cloud build fails with a timeout on <code>npm test</code>, and no useful information is sent to stdout. A complete log can be found in a file, but I couldn't find a way to ssh in the cloud build environment.</p>
<pre><code>Already have image: node

&gt; project-client@v3.0.14 test
&gt; jest

ts-jest[versions] (WARN) Version 4.1.0-beta of typescript installed has not been tested with ts-jest. If you're experiencing issues, consider using a supported version (&gt;=3.8.0 &lt;5.0.0-0). Please do not report issues in ts-jest if you are using unsupported versions.
npm ERR! path /workspace/v3/client
npm ERR! command failed
npm ERR! signal SIGTERM
npm ERR! command sh -c jest

npm ERR! A complete log of this run can be found in:
npm ERR!     /builder/home/.npm/_logs/2020-11-09T07_56_23_573Z-debug.log
</code></pre>
<p>Since I have no problem running the tests locally, I'd like to see the content of that <code>2020-11-09T07_56_23_573Z-debug.log</code> file to hopefully get a hint at what might be wrong.</p>
<p>Is there a way to retrieve the file content ?</p>
<ul>
<li>Ssh in a cloud build environment?</li>
<li>Get npm to print the complete log to stdout?</li>
<li>Some way to save the log file artifact to cloud storage ?</li>
</ul>","<p>I had a similar issue with error management on Gitlab CI and my workaround is inspired from there.</p>
<p>The trick is to embed your command in something that exit with a return code 0. Here an example</p>
<pre><code> - name: node
   entrypoint: &quot;bash&quot;
   args:
     - &quot;-c&quot;
     - |
          RETURN_CODE=$$(jtest &gt; log.stdout 2&gt;log.stderr;echo $${?})
          cat log.stdout
          cat log.stderr
          if [ $${RETURN_CODE} -gt 0 ]; 
          then 
            #Do what you want in case of error, like a cat of the files in the _logs dir
            # Break the build: exit 1
          else 
            #Do what you want in case of success. Nothing to continue to the next step
          fi
</code></pre>
<p>Some explanations:</p>
<ul>
<li>echo $${?}: the double $ is to indicate to Cloud Build to not use substitution variables but to ignore it and let Linux command being interpreted.</li>
<li>The $? allows you to get the exit code of the previous command</li>
<li>Then you test the exit code, if &gt; 0, you can perform actions. At the end, I recommend to break the build to not continue with erroneous sources.</li>
<li>You can parse the log.stderr file to get useful info in it (the log file for example)</li>
</ul>"
"Google Cloud Build gsutil with python entrypoint<p>I want to use a python script to download several files from Google Storage by calling <code>gsutil</code> via <code>subprocess.check_call()</code> inside the Python script during a Cloud Build step.</p>
<p>Therefore, I use the following step inside the <code>cloudbuild.yaml</code>:</p>
<pre><code>- name: 'gcr.io/cloud-builders/gsutil'
  entrypoint: 'bash'
  args: ['-c',
         'pip install google-cloud-storage &amp;&amp; python /path_to_script/script.py --arg1 $_ARG1 --arg2 $TAG_NAME --arg3 $BRANCH_NAME --arg4 $_ARG4'
  ]
</code></pre>
<p>But Cloud Build throws a strange <code>SyntaxError: invalid syntax</code> Python error. I can run the same Python script with the same arguments locally <strong>as well as</strong> by using <code>python:3.7-sim</code> inside Cloud Build with that SyntaxError:</p>
<pre><code>- name: 'python:3.7-slim'
  entrypoint: /bin/sh
  args: ['-c',
         'pip install google-cloud-storage &amp;&amp; python python /path_to_script/script.py --arg1 $_ARG1 --arg2 $TAG_NAME --arg3 $BRANCH_NAME --arg4 $_ARG4'
  ]
</code></pre>
<p>The later example is working until <code>gsutil</code> is called, because it is not part of the <code>python:3.7-slim</code> container (therefor expected behavior).</p>
<p>Any helping comments on why <code>gcr.io/cloud-builders/gsutil</code> is throwing that error? Is the entrypoint wrongly specified?</p>","<p>I found an easier solution by invoking the dedicated <code>gsutil</code> image in combination with wildcards to accomplish a similar filtering as in the python script.
See simplified example below:</p>
<pre><code>- name: 'gcr.io/cloud-builders/gsutil'
  entrypoint: 'bash'
  args:
  - '-c'
  - |
    gsutil -m cp -r 'gs://bucket/*/' '/workspace'
</code></pre>
<p>This actually does the job for me pretty well.</p>"
"Cloud Build failing to npm install a NodeJS project<p>I'm running the following command in my <code>cloudbuild.yaml</code> file:</p>
<pre><code>  - name: &quot;gcr.io/cloud-builders/npm&quot;
    args: [&quot;install&quot;]
</code></pre>
<p>This command ran correctly on 30th July, but on the 5th October onwards I'm getting this response, followed by a stream of <code>make</code> output until the command fails:</p>
<pre><code>Already have image (with digest): gcr.io/cloud-builders/npm

&gt; grpc@1.24.1 install /workspace/node_modules/grpc
&gt; node-pre-gyp install --fallback-to-build --library=static_library

node-pre-gyp WARN Using request for node-pre-gyp https download 
node-pre-gyp WARN Tried to download(404): https://node-precompiled-binaries.grpc.io/grpc/v1.24.1/node-v83-linux-x64-glibc.tar.gz 
node-pre-gyp WARN Pre-built binaries not found for grpc@1.24.1 and node@14.10.0 (node-v83 ABI, glibc) (falling back to source compile with node-gyp) 
</code></pre>
<p>I get this response even when I rebuild from git commits that previously succeeded</p>
<p>I believe it could be due to Cloud Build attempting to build my NodeJS project as a different version to previously, based on the output from the most recent successful build:</p>
<pre><code>Already have image (with digest): gcr.io/cloud-builders/npm

&gt; grpc@1.24.1 install /workspace/node_modules/grpc
&gt; node-pre-gyp install --fallback-to-build --library=static_library

node-pre-gyp WARN Using request for node-pre-gyp https download 
[grpc] Success: &quot;/workspace/node_modules/grpc/src/node/extension_binary/node-v57-linux-x64-glibc/grpc_node.node&quot; is installed via remote
</code></pre>
<p>I added the following line to my <code>package.json</code> in an attempt to set my NodeJS version to <code>v57</code> (<code>6.13.4</code>), but it had no effect:</p>
<pre><code>  &quot;engines&quot; : { &quot;node&quot; : &quot;6.13.4&quot; },
</code></pre>
<p>Any help would be much appreciated. Preferably how I can prevent my build versions from changing as this unexpected change has cost me more hours than it should have</p>
<p>Thanks!</p>","<p>It is an error with the node version, <a href=""https://gcr.io/cloud-builders/npm"" rel=""nofollow noreferrer"">check the available versions here</a></p>
<p>set version, example:</p>
<pre><code>  - name: &quot;gcr.io/cloud-builders/npm:node-12.18.3&quot;
    args: [&quot;install&quot;]
</code></pre>"
"GCP Cloud Build publishing single event for each Cloud Function deployment<p>We have a microservice deployed using Cloud Build consisting of several Cloud Functions. Till yesterday we used to get a single pub/sub event published into cloud-builds pub/sub topic informing us of the status of the build (SUCCESS/FAIL) but now we see events into cloud-builds pub/sub topic for each Cloud Function and also the final status of the build.</p>
<p>This change produces 10s of email notifications whereas we expect one notification per build.</p>
<p>Not sure what was the change done from GCP's side (Could not find any documentation informing the new change).</p>","<p>It's a bug fix (or a feature deployment). It's normal. In fact, for many months, each time that you deploy a Cloud Functions, a Cloud Build is trigger to build it (I'm in the alpha to see the Cloud Build logs automatically created by the <code>gcloud functions deploy</code> command).</p>
<p>So now, because a Cloud Build is triggered to build the Cloud Functions, it's normal to publish a notification as any Cloud Build jobs. If you deploy an App Engine, you should see the same thing (because <code>gcloud app deploy</code> also trigger a Cloud Build for the deployment).</p>"
"Using bash variables in arguments in Google Cloud Build provider<p>Here is one of my steps in the cloud build trigger.</p>
<pre><code>step {
      name = &quot;gcr.io/cloud-builders/docker&quot;       
entrypoint = &quot;bash&quot;
      args = [&quot;-c&quot;, &quot;docker&quot;, &quot;build&quot;, &quot;-t&quot;, &quot;gcr.io/something:$(date +%m.%d)&quot;, &quot;.&quot;]          
    }
</code></pre>
<p>It applies properly, but when I try to run the trigger, it complains about having a bad tag name.
<code>failed to find one or more images after execution of build steps:</code></p>","<p>The arguments shouldn't be separated.
It should look like:</p>
<pre><code>step {
      name = &quot;gcr.io/cloud-builders/docker&quot;       
entrypoint = &quot;bash&quot;
      args = [&quot;-c&quot;, &quot;docker build -t gcr.io/something:$(date +%m.%d)} .&quot;]         
    }
</code></pre>"
"How can I create an environment file during a cloud build process<p>How can I pass environment variables to a Gatsby build task in a Google Cloud Build CI process? Using the substitution variables I can make variables available in the <code>cloudbuild.json</code> file but these then need to be available in the build task.</p>
<p>Gatsby uses a <code>.env.production</code> file to hold the environment variables which are then available using the <code>dotenv</code> package. At the top of my <code>gatsby-config.js</code> file I set the path to the environment file as follows:</p>
<pre><code>require(&quot;dotenv&quot;).config({
  path: `.env.${process.env.NODE_ENV}`,
})
</code></pre>
<p>Further down the file I use these variables to configure the <code>gatsby-plugin-firebase</code> plugin for Firebase. Given that I need an environment file, I have tried to create one in the <code>cloudbuild.json</code> file before running the build step.</p>
<pre><code>{
  &quot;steps&quot;: [
    {
      &quot;name&quot;: &quot;ubuntu&quot;,
      &quot;args&quot;: [&quot;echo&quot;, &quot;FIREBASE_API_KEY=$_FIREBASE_API_KEY\\nFIREBASE_AUTH_DOMAIN=$_FIREBASE_AUTH_DOMAIN\\nFIREBASE_DATABASE_URL=$_FIREBASE_DATABASE_URL\\nFIREBASE_PROJECT_ID=$_FIREBASE_PROJECT_ID\\nFIREBASE_STORAGE_BUCKET=$_FIREBASE_STORAGE_BUCKET\\nFIREBASE_MESSAGING_SENDER_ID=$_FIREBASE_MESSAGING_SENDER_ID\\nFIREBASE_APP_ID=$_FIREBASE_APP_ID\\nFIREBASE_MEASUREMENT_ID=$_FIREBASE_MEASUREMENT_ID&quot;, &quot;&gt;&quot;, &quot;.env.production&quot;]
    },
    ...More steps here...
    {
      &quot;name&quot;: &quot;node:14.4.0&quot;,
      &quot;entrypoint&quot;: &quot;npm&quot;,
      &quot;args&quot;: [&quot;run&quot;, &quot;build&quot;]
    },
    {
      &quot;name&quot;: &quot;node:14.4.0&quot;,
      &quot;entrypoint&quot;: &quot;./node_modules/.bin/firebase&quot;,
      &quot;args&quot;: [&quot;deploy&quot;, &quot;--project&quot;, &quot;$PROJECT_ID&quot;, &quot;--token&quot;, &quot;$_FIREBASE_TOKEN&quot;]
    }
</code></pre>
<p>The <code>.env.production</code> file does not exist when I get to the build step, which I think is because it has been created in the ubuntu container. How can I create an environment file that can be read by the build step. Or is there a better way of passing the variables?</p>
<p>Thanks,</p>","<p>Your first step is wrong, you only echo the command, not execute it. Change it like this</p>
<pre><code>{
  &quot;steps&quot;: [
    {
      &quot;name&quot;: &quot;ubuntu&quot;,
      &quot;entrypoint&quot;: &quot;bash&quot;,
      &quot;args&quot;: [&quot;-c&quot;, &quot;echo FIREBASE_API_KEY=$_FIREBASE_API_KEY\\nFIREBASE_AUTH_DOMAIN=$_FIREBASE_AUTH_DOMAIN\\nFIREBASE_DATABASE_URL=$_FIREBASE_DATABASE_URL\\nFIREBASE_PROJECT_ID=$_FIREBASE_PROJECT_ID\\nFIREBASE_STORAGE_BUCKET=$_FIREBASE_STORAGE_BUCKET\\nFIREBASE_MESSAGING_SENDER_ID=$_FIREBASE_MESSAGING_SENDER_ID\\nFIREBASE_APP_ID=$_FIREBASE_APP_ID\\nFIREBASE_MEASUREMENT_ID=$_FIREBASE_MEASUREMENT_ID &gt; .env.production&quot;]
    },


</code></pre>"
"Google cloud - cloubduild and app variabile substitution in trigger<p>I'm using cloudbuild to deploy new version of my app when a new commit appears in github.
Everything is working good.</p>
<p>Now I'm trying to setup a variable substitution in the trigger configuration, because I want to put my version number in the trigger once, so that I can find the deployed correct version without modifying cloudbuild configuration file.
Variabile substitution works great in my cloudbuild file, for example:
(cloudbuild.yaml)</p>
<pre><code># TEST: PRINT VARIABLE IN LOG
- name: 'gcr.io/cloud-builders/gcloud'
  entrypoint: 'bash'
  args: ['-c', 'echo', '${_VERSION}']

# DEPLOY APP
- name: &quot;gcr.io/cloud-builders/gcloud&quot;
  args: [&quot;app&quot;, &quot;deploy&quot;, &quot;-v&quot;, &quot;${_VERSION}&quot;, &quot;app.yaml&quot;]
  dir: 'frontend'
  timeout: &quot;20m&quot;
</code></pre>
<p>${_VERSION} is correctly replaced with the string I put into my trigger.</p>
<p>Now I want to obtain the same result in app.yaml file, substituting an env variabile, something like:
(app.yaml)</p>
<pre><code>runtime: nodejs
env: flex
service: backend

env_variables:
  VERSION: &quot;${_VERSION}&quot;
  TEST_ENV: &quot;read from google&quot;
</code></pre>
<p>When I read TEST_ENV from my app, it works, but _VERSION is not replaced.</p>
<p>Any suggestion?</p>","<p>When you perform this step</p>
<pre><code># DEPLOY APP
- name: &quot;gcr.io/cloud-builders/gcloud&quot;
  args: [&quot;app&quot;, &quot;deploy&quot;, &quot;-v&quot;, &quot;${_VERSION}&quot;, &quot;app.yaml&quot;]
  dir: 'frontend'
  timeout: &quot;20m&quot;
</code></pre>
<p>The <code>app.yaml</code> is provided as-is to the gcloud command, and it's not evaluated. You have to update it manually. Something like this</p>
<pre><code># REPLACE: PUT THE CORRECT VALUE IN APP.YAML FILE
- name: 'gcr.io/cloud-builders/gcloud'
  entrypoint: 'bash'
  args: ['-c', 'sed', &quot;-i&quot;, &quot;sed -i &quot;s/\$${_VERSION}/${_VERSION}/g&quot;, 'app.yaml']
</code></pre>
<p>Of course if you let the</p>
<pre><code>env_variables:
  VERSION: &quot;${_VERSION}&quot;
</code></pre>
<p>as-is in your <code>app.yaml</code> file. You can change this replacement string</p>"
"Issue in deploying NodeJs app on Google Cloud Build<p>I am trying to deploy <code>node.js</code> app on google cloud but getting the following error:</p>
<pre><code>Finished Step #2 - &quot;detector&quot;
Starting Step #3 - &quot;analyzer&quot;
Step #3 - &quot;analyzer&quot;: Already have image (with digest): asia.gcr.io/gae-runtimes/buildpacks/nodejs10/builder:nodejs10_20200913_10_22_0_RC00
Step #3 - &quot;analyzer&quot;: ERROR: failed to initialize cache: failed to create image cache: accessing cache image &quot;asia.gcr.io/[redacted]/app-engine-tmp/build-cache/ttl-7d/default/buildpack-cache:latest&quot;: connect to repo store 'asia.gcr.io/[redacted]/app-engine-tmp/build-cache/ttl-7d/default/buildpack-cache:latest': GET https://asia.gcr.io/v2/[redacted]/app-engine-tmp/build-cache/ttl-7d/default/buildpack-cache/manifests/latest: DENIED: Permission denied for &quot;latest&quot; from request &quot;/v2/[redacted]/app-engine-tmp/build-cache/ttl-7d/default/buildpack-cache/manifests/latest&quot;. 
Finished Step #3 - &quot;analyzer&quot;
ERROR
ERROR: build step 3 &quot;asia.gcr.io/gae-runtimes/buildpacks/nodejs10/builder:nodejs10_20200913_10_22_0_RC00&quot; failed: step exited with non-zero status: 1

</code></pre>
<p>Originally I was facing the issue mentioned in this thread: <a href=""https://stackoverflow.com/questions/64331395/facing-error-while-deploying-node-js-app-on-google-cloud"">Facing error while deploying node.js app on google cloud</a></p>
<p>Then, after using the solution, I am facing this new error.</p>
<p>CloudBuild.yaml:</p>
<pre><code>steps:

- name: node:10.15.1
  entrypoint: npm
  args: ['install']

- name: node:10.15.1
  entrypoint: npm
  args: [ 'run', 'build', '--prod --verbose']

- name: 'gcr.io/cloud-builders/gcloud'
  args: ['beta', 'app', 'deploy', '--version=prod', '--no-cache']


timeout: '4800s'
</code></pre>","<p>Searching for the error message, the most common cause for such errors is billing issues. Please make sure that billing is enabled and there are no issues with previous payments.</p>
<p>If this doesn't solve the issue, please follow Google's documentation on how to <a href=""https://cloud.google.com/container-registry/docs/troubleshooting#permission_issues_when_communicating_with"" rel=""nofollow noreferrer"">troubleshoot common Container Registry and Docker issues</a>.</p>
<p>Let me know how this works for you.</p>"
"Google Cloud Build using volumes on Dockerfile<p>I'm trying to build a build pipeline for my application and share a specific folder between steps using volumes.</p>
<p>The problem is because on my first step (<strong>unit-tests</strong>) I have to install all the libs on the requirements.txt to be able to run my unit tests. And after that I have to build my application running my Dockerfile in other step. I don't want to re-install all the requirements again, so, I thought in copy the requirements already installed and paste them inside the docker build step. Am I able to do that? I followed this thread and tried to replicate to my reality but I still have problems.</p>
<blockquote>
<p><a href=""https://stackoverflow.com/questions/48274288/passing-files-from-google-cloud-container-builder-to-docker-build-task"">Passing files from Google Cloud Container Builder to Docker build task</a></p>
</blockquote>
<p>Here is a sample of what I've done:</p>
<p>My cloudbuild.yaml:</p>
<pre><code>- id: unit-tests
  name: python:3-alpine
  entrypoint: sh
  dir: my-dir
  args:
    - -c
    - |
      apk add --virtual build_dependencies build-base
      apk add --no-cache libstdc++
      pip install --no-cache-dir -r requirements.txt
      apk del build_dependencies
      python -m unittest discover --verbose
      cp -Rv /usr/local/lib/python3.8/site-packages/* /requirements
  volumes:
    - name: 'requirements'
      path: /requirements

- id: docker-build
  name: gcr.io/cloud-builders/docker
  dir: my-dir
  args:
  - build
  - --tag=gcr.io/${PROJECT_ID}/eta:test
  - '.'
  volumes:
    - name: 'requirements'
      path: /requirements
  waitFor: ['unit-tests']

images:
- 'gcr.io/$PROJECT_ID/eta:test'

timeout: 3600s
</code></pre>
<p>And here is my Dockerfile:</p>
<pre><code>from python:3-alpine

RUN set -eux; \
    apk add --virtual build_dependencies build-base; \
    apk add --no-cache libstdc++; \
    apk del build_dependencies; 

COPY /requirements/* /usr/local/lib/python3.8/site-packages/
COPY . /app
RUN [&quot;chmod&quot;, &quot;+x&quot;, &quot;/app/entry.sh&quot;]
WORKDIR /app
ENTRYPOINT [ &quot;/app/entry.sh&quot; ]

</code></pre>
<p>I can't locate the <strong>/requirements</strong> folder inside my dockerfile, here is the error message:</p>
<pre><code>Step #1 - &quot;docker-build&quot;: Step 3/7 : COPY /requirements/* /usr/local/lib/python3.8/site-packages/
Step #1 - &quot;docker-build&quot;: COPY failed: no source files were specified
Finished Step #1 - &quot;docker-build&quot;
ERROR
ERROR: build step 1 &quot;gcr.io/cloud-builders/docker&quot; failed: step exited with non-zero status: 1

</code></pre>
<p>I'm not sure if what I'm doing is the right way.</p>","<p>The Cloud Build (VM) persists <code>/workspace</code> across steps so you may create e.g. <code>/workspace/requirements</code> and use <code>requirements</code> in subsequent steps.</p>
<pre class=""lang-sh prettyprint-override""><code>PROJECT=[[YOUR-PROJECT]]
BILLING=[[YOUR-BILLING]]

gcloud projects create ${PROJECT}

gcloud beta billing projects link ${PROJECT} \
--billing-account=${BILLING}

gcloud services enable cloudbuild.googleapis.com \
--project=${PROJECT}
</code></pre>
<p>Then:</p>
<pre><code>steps:

  - id: also
    name: busybox
    entrypoint: sh
    dir: x
    args:
      - -c
      - |
        mkdir -p /workspace/requirements
        echo &quot;Hello Freddie&quot; &gt; /workspace/requirements/freddie.txt

  - id: after
    name: gcr.io/cloud-builders/docker
    args:
      - build
      - --tag=gcr.io/${PROJECT_ID}/test
      - .
images:
  - gcr.io/${PROJECT_ID}/test
</code></pre>
<p>And <code>Dockerfile</code>:</p>
<pre><code>FROM busybox

WORKDIR /test

COPY /requirements/* .

RUN ls -la

ENTRYPOINT [&quot;more&quot;,&quot;/test/freddie.txt&quot;]
</code></pre>
<p>And:</p>
<pre class=""lang-sh prettyprint-override""><code>gcloud builds submit . \
--config=./cloudbuild.yaml \
--project=${PROJECT}
</code></pre>
<p>Yields:</p>
<pre><code>BUILD
Starting Step #0 - &quot;also&quot;
Step #0 - &quot;also&quot;: Pulling image: busybox
Step #0 - &quot;also&quot;: Using default tag: latest
Step #0 - &quot;also&quot;: latest: Pulling from library/busybox
Step #0 - &quot;also&quot;: Digest: sha256:2ca5e69e
Step #0 - &quot;also&quot;: Status: Downloaded newer image for busybox:latest
Step #0 - &quot;also&quot;: docker.io/library/busybox:latest
Finished Step #0 - &quot;also&quot;
Starting Step #1 - &quot;after&quot;
Step #1 - &quot;after&quot;: Already have image (with digest): gcr.io/cloud-builders/docker
Step #1 - &quot;after&quot;: Sending build context to Docker daemon   7.68kB
Step #1 - &quot;after&quot;: Step 1/5 : FROM busybox
Step #1 - &quot;after&quot;:  ---&gt; 6858809bf669
Step #1 - &quot;after&quot;: Step 2/5 : WORKDIR /test
Step #1 - &quot;after&quot;:  ---&gt; Running in 7e075adce9eb
Step #1 - &quot;after&quot;: Removing intermediate container 7e075adce9eb
Step #1 - &quot;after&quot;:  ---&gt; 78f7b2faec16
Step #1 - &quot;after&quot;: Step 3/5 : COPY /requirements/* .
Step #1 - &quot;after&quot;:  ---&gt; 1ec6a35c1deb
Step #1 - &quot;after&quot;: Step 4/5 : RUN ls -la
Step #1 - &quot;after&quot;:  ---&gt; Running in 943ddad6434c
Step #1 - &quot;after&quot;: total 12
Step #1 - &quot;after&quot;: .
Step #1 - &quot;after&quot;: ..
Step #1 - &quot;after&quot;: freddie.txt
Step #1 - &quot;after&quot;: Removing intermediate container 943ddad6434c
Step #1 - &quot;after&quot;:  ---&gt; 634072b8aec4
Step #1 - &quot;after&quot;: Step 5/5 : ENTRYPOINT [&quot;more&quot;,&quot;/test/freddie.txt&quot;]
Step #1 - &quot;after&quot;:  ---&gt; Running in 13c43b5ca924
Step #1 - &quot;after&quot;: Removing intermediate container 13c43b5ca924
Step #1 - &quot;after&quot;:  ---&gt; f0ebfe1e8e33
Step #1 - &quot;after&quot;: Successfully built f0ebfe1e8e33
Step #1 - &quot;after&quot;: Successfully tagged gcr.io/.../test:latest
Finished Step #1 - &quot;after&quot;
PUSH
</code></pre>
<p>The problem using <code>volumes</code> is that these won't be in the docker build's context. So, if you'd prefer to use volumes, you'd need to copy the volume's content into <code>/workspace</code>.</p>
<p>Then, when you run the <code>gcr.io/cloud-builders/docker</code> step, <code>/workspace</code> is mounted as the root and so you may access <code>/workspace/requirements</code> as <code>/requirements</code>:</p>
<p>Then:</p>
<pre><code>steps:
  - id: before
    name: busybox
    entrypoint: sh
    dir: x
    args:
      - -c
      - |
        echo &quot;Hello Freddie&quot; &gt; /requirements/freddie.txt
    volumes:
      - name: requirements
        path: /requirements

  - id: during
    name: busybox
    entrypoint: sh
    dir: x
    args:
      - -c
      - |
        more /requirements/freddie.txt
    volumes:
      - name: requirements
        path: /requirements

  - id: fix
    name: busybox
    entrypoint: sh
    args:
      - -c
      - |
        ls -la /workspace
        ls -la /requirements
        mkdir -p /workspace/requirements
        cp -r /requirements /workspace/requirements
        ls -la /workspace/requirements
    volumes:
      - name: requirements
        path: /requirements

  - id: after
    name: gcr.io/cloud-builders/docker
    args:
      - build
      - --tag=gcr.io/${PROJECT_ID}/test
      - .

images:
  - gcr.io/${PROJECT_ID}/test

</code></pre>
<p>Yields:</p>
<pre><code>BUILD
Starting Step #0 - &quot;before&quot;
Step #0 - &quot;before&quot;: Pulling image: busybox
Step #0 - &quot;before&quot;: Using default tag: latest
Step #0 - &quot;before&quot;: latest: Pulling from library/busybox
Step #0 - &quot;before&quot;: Digest: sha256:2ca5e69e
Step #0 - &quot;before&quot;: Status: Downloaded newer image for busybox:latest
Step #0 - &quot;before&quot;: docker.io/library/busybox:latest
Finished Step #0 - &quot;before&quot;
Starting Step #1 - &quot;during&quot;
Step #1 - &quot;during&quot;: Already have image: busybox
Step #1 - &quot;during&quot;: Hello Freddie
Finished Step #1 - &quot;during&quot;
Starting Step #2 - &quot;fix&quot;
Step #2 - &quot;fix&quot;: Already have image: busybox
Step #2 - &quot;fix&quot;: total 24
Step #2 - &quot;fix&quot;: .
Step #2 - &quot;fix&quot;: ..
Step #2 - &quot;fix&quot;: Dockerfile
Step #2 - &quot;fix&quot;: cloudbuild.yaml
Step #2 - &quot;fix&quot;: requirements
Finished Step #2 - &quot;fix&quot;
Starting Step #3 - &quot;after&quot;
Step #3 - &quot;after&quot;: Already have image (with digest): gcr.io/cloud-builders/docker
Step #3 - &quot;after&quot;: Sending build context to Docker daemon  8.192kB
Step #3 - &quot;after&quot;: Step 1/5 : FROM busybox
Step #3 - &quot;after&quot;:  ---&gt; 6858809bf669
Step #3 - &quot;after&quot;: Step 2/5 : WORKDIR /test
Step #3 - &quot;after&quot;:  ---&gt; Running in 236aa78f2229
Step #3 - &quot;after&quot;: Removing intermediate container 236aa78f2229
Step #3 - &quot;after&quot;:  ---&gt; cf05164e8175
Step #3 - &quot;after&quot;: Step 3/5 : COPY /requirements/* .
Step #3 - &quot;after&quot;:  ---&gt; f5dee710b4d7
Step #3 - &quot;after&quot;: Step 4/5 : RUN ls -la
Step #3 - &quot;after&quot;:  ---&gt; Running in 8a30309a1536
Step #3 - &quot;after&quot;: total 12
Step #3 - &quot;after&quot;: .
Step #3 - &quot;after&quot;: ..
Step #3 - &quot;after&quot;: freddie.txt
Step #3 - &quot;after&quot;: Removing intermediate container 8a30309a1536
Step #3 - &quot;after&quot;:  ---&gt; 20e2e99c3818
Step #3 - &quot;after&quot;: Step 5/5 : ENTRYPOINT [&quot;more&quot;,&quot;/test/freddie.txt&quot;]
Step #3 - &quot;after&quot;:  ---&gt; Running in cc6a57aaa103
Step #3 - &quot;after&quot;: Removing intermediate container cc6a57aaa103
Step #3 - &quot;after&quot;:  ---&gt; 0a50096e471c
Step #3 - &quot;after&quot;: Successfully built 0a50096e471c
Step #3 - &quot;after&quot;: Successfully tagged gcr.io/.../test:latest
Finished Step #3 - &quot;after&quot;
PUSH
Pushing gcr.io/.../test
...
DONE
</code></pre>"
